,Race Index,Pla.,Date,RC/Track/ Course,Dist.,G,Race Class,Dr.,Rtg.,Trainer,Jockey,LBW,Win Odds,Act. Wt.,Running Position,Finish Time,Declar. Horse Wt.,Gear,horse,season,N_RaceIndex
6039,135,07,01/11/23,"HV / Turf / ""C+3""",1200,G,4,10,58,K W Lui,M L Yeung,2,8.3,133,5 3 7,1.11.62,1144,CP/TT,2022_H149,23/24,23/24_135
6040,072,04,04/10/23,"HV / Turf / ""C+3""",1200,GF,4,12,58,K W Lui,M L Yeung,2-1/4,19,134,6 6 4,1.09.64,1150,CP/TT,2022_H149,23/24,23/24_072
6041,014,01,13/09/23,"HV / Turf / ""A""",1200,G,4,3,53,K W Lui,M L Yeung,SH,5.8,128,2 3 1,1.10.34,1143,CP/TT,2022_H149,23/24,23/24_014
6042,820,01,12/07/23,"HV / Turf / ""B""",1200,GF,4,6,48,K W Lui,L Hewitson,SH,3.4,123,6 5 1,1.10.19,1130,CP/TT,2022_H149,22/23,22/23_820
6043,774,02,28/06/23,"HV / Turf / ""C""",1200,G,4,3,48,K W Lui,L Hewitson,2-3/4,7.3,123,4 5 2,1.10.22,1134,CP/TT,2022_H149,22/23,22/23_774
6044,716,08,04/06/23,"ST / Turf / ""B""",1400,GF,4,5,50,K W Lui,C Y Ho,2-1/4,11,126,4 4 2 8,1.22.21,1140,CP1/TT,2022_H149,22/23,22/23_716
6045,619,04,30/04/23,"ST / Turf / ""A""",1400,G,4,5,51,K W Lui,C Y Ho,3,15,127,6 7 7 4,1.23.70,1143,TT,2022_H149,22/23,22/23_619
6046,539,04,02/04/23,"ST / Turf / ""A+3""",1200,G,4,12,52,K W Lui,C Y Ho,2-3/4,16,126,2 3 4,1.10.96,1133,TT,2022_H149,22/23,22/23_539
6047,459,09,01/03/23,"HV / Turf / ""A""",1200,G,4,9,52,K W Lui,Z Purton,4-1/4,5.4,130,9 10 9,1.10.67,1131,TT1,2022_H149,22/23,22/23_459
6048,505,09,16/03/24,"ST / Turf / ""C+3""",1200,G,4,5,40,Y S Tsui,M L Yeung,6-1/4,96,115,10 9 9,1.10.04,1142,B-,2022_H270,23/24,23/24_505
6049,334,12,13/01/24,"ST / Turf / ""C+3""",1200,G,4,8,43,Y S Tsui,M L Yeung,6-3/4,135,120,10 10 12,1.11.21,1161,B,2022_H270,23/24,23/24_334
6050,263,09,20/12/23,"HV / Turf / ""C""",1200,G,4,1,45,Y S Tsui,M L Yeung,5-1/2,64,122,9 10 9,1.11.56,1173,B,2022_H270,23/24,23/24_263
6051,196,08,26/11/23,"ST / Turf / ""C""",1000,G,4,12,47,Y S Tsui,Y L Chung,6-1/4,158,117,8 8 8,0.58.37,1158,B,2022_H270,23/24,23/24_196
6052,103,12,22/10/23,"ST / Turf / ""B+2""",1200,G,4,1,49,Y S Tsui,M F Poon,6,78,122,7 6 12,1.10.86,1157,H-/B1,2022_H270,23/24,23/24_103
6053,812,10,09/07/23,"ST / Turf / ""C+3""",1200,GF,4,8,52,Y S Tsui,M L Yeung,7,83,127,8 9 10,1.10.57,1152,H,2022_H270,22/23,22/23_812
6054,696,11,28/05/23,"ST / Turf / ""A""",1200,G,4,12,52,Y S Tsui,M L Yeung,6-3/4,149,129,14 14 11,1.10.92,1142,H1,2022_H270,22/23,22/23_696
6055,114,WV,25/10/23,ST / AWT,1200,GD,4,--,41,C H Yip,M F Poon,--,--,114,--,--,--,--,2022_H054,23/24,23/24_114
6056,668,12,17/05/23,"HV / Turf / ""B""",1000,G,4,5,47,C H Yip,Y L Chung,15-1/4,109,116,5 6 12,0.59.71,1149,B1,2022_H054,22/23,22/23_668
6057,474,09,08/03/23,"HV / Turf / ""B""",1200,G,4,5,50,C H Yip,A Badel,9-1/4,30,126,4 4 9,1.10.93,1125,--,2022_H054,22/23,22/23_474
6058,402,08,08/02/23,"HV / Turf / ""B""",1000,G,4,10,52,C H Yip,A Badel,5-3/4,55,127,11 11 8,0.58.24,1144,--,2022_H054,22/23,22/23_402
6059,171,11,16/11/22,"HV / Turf / ""B""",1200,G,4,1,52,C H Yip,A Badel,13-3/4,7.1,127,1 1 11,1.11.76,1141,--,2022_H054,22/23,22/23_171
6060,500,03,13/03/24,"HV / Turf / ""C""",1650,G,4,11,50,C Fownes,B Avdulla,2,6.7,126,11 11 10 3,1.41.07,994,TT,2022_H383,23/24,23/24_500
6061,451,03,25/02/24,"ST / Turf / ""A+3""",1400,G,4,10,51,C Fownes,H Bowman,3-3/4,14,127,11 10 7 3,1.22.39,993,TT,2022_H383,23/24,23/24_451
6062,396,12,04/02/24,"ST / Turf / ""B+2""",1400,G,4,8,52,C Fownes,H Bowman,6,12,127,13 13 13 12,1.23.62,1008,TT,2022_H383,23/24,23/24_396
6063,334,05,13/01/24,"ST / Turf / ""C+3""",1200,G,4,11,53,C Fownes,B Avdulla,2-1/2,30,130,12 9 5,1.10.51,1005,TT,2022_H383,23/24,23/24_334
6064,094,07,18/10/23,"HV / Turf / ""B""",1200,GY,4,10,53,C Fownes,B Avdulla,3-3/4,9.1,128,11 12 7,1.10.99,1012,TT,2022_H383,23/24,23/24_094
6065,030,02,20/09/23,"HV / Turf / ""B""",1200,G,4,2,52,C Fownes,B Avdulla,1/2,15,128,8 8 2,1.09.71,1030,TT1,2022_H383,23/24,23/24_030
6066,551,01,03/04/24,ST / AWT,1800,GD,5,4,17,C W Chang,K Teetan,2-1/4,7.1,115,9 9 8 6 1,1.49.43,1144,B/TT,2021_G072,23/24,23/24_551
6067,484,04,10/03/24,"ST / Turf / ""C""",1800,G,5,11,17,C W Chang,K Teetan,3-1/4,8.9,115,5 5 6 5 4,1.49.64,1144,B/TT,2021_G072,23/24,23/24_484
6068,427,05,18/02/24,"ST / Turf / ""C+3""",1800,G,5,2,17,C W Chang,L Hewitson,3-1/4,3.8,117,5 5 4 4 5,1.50.25,1150,B/TT,2021_G072,23/24,23/24_427
6069,379,10,31/01/24,"HV / Turf / ""A""",2200,G,5,1,19,C W Chang,L Hewitson,4,8.2,117,5 5 5 4 4 10,2.19.43,1154,B/TT,2021_G072,23/24,23/24_379
6070,309,05,04/01/24,"HV / Turf / ""A""",1650,G,5,2,21,C W Chang,M F Poon,2-3/4,8.1,116,4 4 4 5,1.41.97,1155,B2/TT,2021_G072,23/24,23/24_309
6071,254,05,17/12/23,"ST / Turf / ""B""",1800,G,5,6,23,C W Chang,H T Mo,4-1/4,10,116,6 8 9 12 5,1.50.11,1168,TT,2021_G072,23/24,23/24_254
6072,208,05,29/11/23,"HV / Turf / ""C+3""",1800,G,5,3,25,C W Chang,A Atzeni,3-3/4,7.7,120,8 6 6 4 5,1.50.69,1182,TT,2021_G072,23/24,23/24_208
6073,158,05,11/11/23,"ST / Turf / ""A+3""",2000,G,5,14,26,C W Chang,B Avdulla,2,14,123,12 13 12 10 5,2.03.79,1168,TT,2021_G072,23/24,23/24_158
6074,130,05,01/11/23,"HV / Turf / ""C+3""",1800,G,5,10,26,C W Chang,B Avdulla,1-1/2,9.1,121,3 3 4 4 5,1.51.15,1174,TT,2021_G072,23/24,23/24_130
6075,082,02,15/10/23,"ST / Turf / ""A+3""",2000,G,5,1,26,C W Chang,A Atzeni,1-1/2,7,122,4 4 4 4 2,2.02.61,1170,TT,2021_G072,23/24,23/24_082
6076,056,02,01/10/23,"ST / Turf / ""C+3""",1800,G,5,1,26,C W Chang,H T Mo,3-1/4,9,120,2 3 3 4 2,1.49.02,1167,TT,2021_G072,23/24,23/24_056
6077,022,07,17/09/23,"ST / Turf / ""B""",1400,G,5,10,27,C W Chang,H T Mo,2-1/4,111,120,14 14 14 7,1.22.35,1162,B-/TT,2021_G072,23/24,23/24_022
6078,828,12,16/07/23,"ST / Turf / ""A""",1400,G,5,11,34,C W Chang,K C Leung,6-1/4,120,129,6 6 4 12,1.24.30,1164,B/TT,2021_G072,22/23,22/23_828
6079,790,13,03/07/23,"ST / Turf / ""C""",1400,GY,5,1,37,C W Chang,H N Wong,6-3/4,34,129,7 7 8 13,1.25.08,1162,B/TT,2021_G072,22/23,22/23_790
6080,724,11,07/06/23,"HV / Turf / ""A""",1650,G,4,9,40,C W Chang,Y L Chung,13,11,108,10 11 12 11,1.42.50,1164,B/TT,2021_G072,22/23,22/23_724
6081,676,10,21/05/23,"ST / Turf / ""C+3""",1600,G,4,13,42,C W Chang,Y L Chung,5-3/4,118,110,2 1 1 10,1.36.48,1161,B/TT,2021_G072,22/23,22/23_676
6082,639,09,07/05/23,"ST / Turf / ""B""",1600,S,4,10,44,C W Chang,M F Poon,6,99,118,5 4 4 9,1.39.36,1164,B/TT,2021_G072,22/23,22/23_639
6083,271,10,24/12/22,"ST / Turf / ""B""",1400,GF,4R,4,47,C W Chang,V Borges,8,29,121,4 5 6 10,1.23.61,1165,CP-/B2/TT,2021_G072,22/23,22/23_271
6084,159,10,12/11/22,"ST / Turf / ""A+3""",1200,GF,4R,10,50,C W Chang,K C Leung,14-1/4,29,125,11 10 10,1.10.69,1177,CP1/TT,2021_G072,22/23,22/23_159
6085,093,04,16/10/22,"ST / Turf / ""A+3""",1200,GF,4R,6,51,C W Chang,Y L Chung,4-3/4,7.7,115,7 7 4,1.10.33,1184,TT,2021_G072,22/23,22/23_093
6086,043,07,25/09/22,"ST / Turf / ""C""",1200,GF,4,5,52,C W Chang,A Hamelin,4-1/4,46,127,8 12 7,1.09.93,1187,TT,2021_G072,22/23,22/23_043
6087,807,04,10/07/22,"ST / Turf / ""C+3""",1200,G,GRIFFIN,1,--,C W Chang,K C Leung,3/4,11,126,1 4 4,1.11.96,1180,B-/TT1,2021_G072,21/22,21/22_807
6088,740,07,12/06/22,"ST / Turf / ""C+3""",1000,G,GRIFFIN,10,--,C W Chang,K C Leung,4-1/4,9.6,126,2 4 7,0.56.89,1182,B,2021_G072,21/22,21/22_740
6089,682,WV,22/05/22,"ST / Turf / ""A""",1200,G,GRIFFIN,--,--,C W Chang,H T Mo,--,--,124,--,--,--,--,2021_G072,21/22,21/22_682
6090,624,04,01/05/22,"ST / Turf / ""B""",1000,G,GRIFFIN,6,--,C W Chang,H T Mo,5-1/2,48,124,3 3 4,0.58.84,1175,B1,2021_G072,21/22,21/22_624
6091,527,09,24/03/24,"ST / Turf / ""A""",1400,GF,4,10,45,P F Yiu,B Thompson,5,246,122,11 10 11 9,1.22.31,1144,CP,2022_H295,23/24,23/24_527
6092,459,10,28/02/24,"HV / Turf / ""A""",1650,G,4,6,48,P F Yiu,B Thompson,5-1/2,36,123,8 8 10 10,1.42.86,1143,B-/CP2,2022_H295,23/24,23/24_459
6093,420,WV-A,15/02/24,"HV / Turf / ""C""",1650,G,4,--,48,P F Yiu,L Hewitson,--,--,124,--,--,--,--,2022_H295,23/24,23/24_420
6094,401,12,07/02/24,"HV / Turf / ""B""",1200,G,4,12,51,P F Yiu,E C W Wong,9-1/2,71,118,12 12 12,1.12.11,1156,B,2022_H295,23/24,23/24_401
6095,338,12,13/01/24,"ST / Turf / ""C+3""",1600,G,4,3,53,P F Yiu,M F Poon,6-1/2,42,126,4 8 9 12,1.37.07,1151,B,2022_H295,23/24,23/24_338
6096,285,08,26/12/23,"ST / Turf / ""C+3""",1600,G,4,11,55,P F Yiu,M F Poon,2,133,128,8 8 9 8,1.35.70,1170,B,2022_H295,23/24,23/24_285
6097,247,10,13/12/23,"HV / Turf / ""B""",1200,G,4,2,57,P F Yiu,A Atzeni,4-3/4,34,132,7 7 10,1.11.06,1169,B,2022_H295,23/24,23/24_247
6098,133,07,01/11/23,"HV / Turf / ""C+3""",1650,G,4,6,59,P F Yiu,H Bentley,6-3/4,34,135,7 7 8 7,1.42.30,1166,CP-/B1,2022_H295,23/24,23/24_133
6099,058,06,01/10/23,"ST / Turf / ""C+3""",1200,G,3,5,61,P F Yiu,M F Poon,5-1/2,80,117,7 8 6,1.10.04,1156,CP,2022_H295,23/24,23/24_058
6100,836,12,16/07/23,"ST / Turf / ""A""",1400,GY,3,12,65,P F Yiu,H Bentley,14-3/4,110,120,2 4 7 12,1.25.45,1156,CP,2022_H295,22/23,22/23_836
6101,788,09,01/07/23,"ST / Turf / ""B""",1200,G,3,6,67,P F Yiu,K Teetan,4-3/4,26,122,9 9 9,1.10.03,1170,CP,2022_H295,22/23,22/23_788
6102,717,08,04/06/23,"ST / Turf / ""B""",1200,GF,3,4,67,P F Yiu,M F Poon,4,65,120,5 6 8,1.09.57,1161,CP1,2022_H295,22/23,22/23_717
6103,463,07,28/02/24,"HV / Turf / ""A""",1200,G,3,6,73,K W Lui,A Atzeni,4-1/4,3.7,129,6 6 7,1.11.33,1174,TT,2022_H198,23/24,23/24_463
6104,413,04,12/02/24,"ST / Turf / ""A""",1200,G,3,7,73,K W Lui,A Atzeni,2-3/4,9.7,133,10 7 4,1.09.38,1182,XB-/TT1,2022_H198,23/24,23/24_413
6105,342,04,13/01/24,"ST / Turf / ""C+3""",1400,G,3,4,73,K W Lui,C Y Ho,1,2.9,129,7 7 6 4,1.22.63,1172,XB,2022_H198,23/24,23/24_342
6106,276,01,23/12/23,"ST / Turf / ""C""",1200,G,3,11,67,K W Lui,C Y Ho,N,4.3,124,11 10 1,1.09.98,1173,XB,2022_H198,23/24,23/24_276
6107,166,11,11/11/23,"ST / Turf / ""A+3""",1400,G,3,3,67,K W Lui,L Hewitson,6-3/4,2.4,124,4 6 5 11,1.23.15,1175,XB,2022_H198,23/24,23/24_166
6108,090,03,15/10/23,"ST / Turf / ""A+3""",1400,G,3,7,66,K W Lui,C Y Ho,1-1/2,2.3,122,8 6 6 3,1.21.33,1176,XB,2022_H198,23/24,23/24_090
6109,025,03,17/09/23,"ST / Turf / ""B""",1200,G,3,5,66,K W Lui,C Y Ho,1-1/2,2.8,126,7 7 3,1.08.75,1183,XB,2022_H198,23/24,23/24_025
6110,805,01,06/07/23,"HV / Turf / ""A""",1200,G,4,5,60,K W Lui,C Y Ho,SH,1.3,135,7 7 1,1.10.14,1166,XB,2022_H198,22/23,22/23_805
6111,744,01,14/06/23,"HV / Turf / ""B""",1200,G,4,10,52,K W Lui,C Y Ho,2,16,127,9 8 1,1.09.84,1156,XB1,2022_H198,22/23,22/23_744
6112,483,07,06/03/24,"HV / Turf / ""B""",1200,G,4,10,46,P F Yiu,K C Leung,4-1/2,11,121,1 2 7,1.11.49,1106,CP/TT,2022_H426,23/24,23/24_483
6113,437,02,21/02/24,"HV / Turf / ""C+3""",1200,G,4,3,46,P F Yiu,K C Leung,1-3/4,3.1,122,3 3 2,1.10.06,1100,CP/TT,2022_H426,23/24,23/24_437
6114,366,07,24/01/24,ST / AWT,1200,GD,4,11,48,P F Yiu,K C Leung,5,5.7,123,4 4 7,1.09.62,1090,CP/TT1,2022_H426,23/24,23/24_366
6115,297,09,01/01/24,"ST / Turf / ""A""",1200,G,4,12,50,P F Yiu,K C Leung,5-1/2,8.6,127,1 2 9,1.10.69,1106,CP1,2022_H426,23/24,23/24_297
6116,216,07,03/12/23,"ST / Turf / ""C+3""",1200,G,4,7,52,P F Yiu,K C Leung,6-1/2,11,127,4 4 7,1.10.53,1116,--,2022_H426,23/24,23/24_216
6117,139,05,05/11/23,"ST / Turf / ""C+3""",1200,G,4,5,52,P F Yiu,K C Leung,3-3/4,6.9,131,4 4 5,1.09.73,1097,--,2022_H426,23/24,23/24_139
6118,525,03,24/03/24,"ST / Turf / ""A""",1600,GF,4,13,47,C W Chang,Z Purton,2-1/2,5.4,123,14 13 11 3,1.34.68,1075,--,2022_H213,23/24,23/24_525
6119,420,03,15/02/24,"HV / Turf / ""C""",1650,G,4,9,47,C W Chang,K C Leung,3,5.5,123,10 9 10 3,1.41.57,1070,--,2022_H213,23/24,23/24_420
6120,373,02,28/01/24,"ST / Turf / ""A+3""",1600,G,4,6,47,C W Chang,K C Leung,1-1/2,6,122,3 5 5 2,1.35.31,1079,--,2022_H213,23/24,23/24_373
6121,338,06,13/01/24,"ST / Turf / ""C+3""",1600,G,4,11,49,C W Chang,B Avdulla,3,15,124,11 6 2 6,1.36.48,1076,--,2022_H213,23/24,23/24_338
6122,285,04,26/12/23,"ST / Turf / ""C+3""",1600,G,4,4,49,C W Chang,A Hamelin,1/2,8.7,124,6 6 5 4,1.35.48,1084,--,2022_H213,23/24,23/24_285
6123,199,03,26/11/23,"ST / Turf / ""C""",1600,G,4,4,49,C W Chang,A Hamelin,1-3/4,13,123,8 8 9 3,1.35.24,1089,--,2022_H213,23/24,23/24_199
6124,104,11,22/10/23,"ST / Turf / ""B+2""",1600,G,4,12,51,C W Chang,K De Melo,4-3/4,25,126,6 3 4 11,1.35.97,1098,--,2022_H213,23/24,23/24_104
6125,037,05,24/09/23,"ST / Turf / ""C""",1200,G,4R,9,51,C W Chang,A Atzeni,1-1/2,14,123,8 9 5,1.10.07,1105,--,2022_H213,23/24,23/24_037
6126,807,04,09/07/23,"ST / Turf / ""C+3""",1200,GF,GRIFFIN,10,--,C W Chang,H Bowman,4-1/4,34,126,11 11 4,1.10.47,1133,--,2022_H213,22/23,22/23_807
6127,692,04,28/05/23,"ST / Turf / ""A""",1200,G,GRIFFIN,9,--,C W Chang,H Bowman,2-1/2,7.3,126,9 10 4,1.11.14,1123,CP-/XB-,2022_H213,22/23,22/23_692
6128,635,08,07/05/23,"ST / Turf / ""B""",1000,G,GRIFFIN,6,--,C W Chang,S De Sousa,8,3.8,126,7 7 8,0.58.21,1116,XB/CP1,2022_H213,22/23,22/23_635
6129,558,02,09/04/23,"ST / Turf / ""B+2""",1000,G,GRIFFIN,7,--,C W Chang,H Bowman,1-1/2,1.8,126,6 4 2,0.58.40,1123,XB1,2022_H213,22/23,22/23_558
6130,508,12,16/03/24,"ST / Turf / ""C+3""",1200,G,4,4,52,Y S Tsui,H T Mo,11,179,126,9 10 12,1.11.17,1113,--,2022_H372,23/24,23/24_508
6131,232,13,10/12/23,"ST / Turf / ""A""",1200,G,4,9,52,Y S Tsui,M L Yeung,16-1/4,239,128,12 13 13,1.12.13,1123,--,2022_H372,23/24,23/24_232
6132,178,14,19/11/23,"ST / Turf / ""B+2""",1200,G,4,13,52,Y S Tsui,M L Yeung,12-1/2,184,127,14 14 14,1.10.92,1126,--,2022_H372,23/24,23/24_178
6133,533,11,27/03/24,"HV / Turf / ""A""",2200,G,4,10,44,W Y So,M L Yeung,6-3/4,17,121,12 11 11 12 12 11,2.18.99,1101,V,2021_G029,23/24,23/24_533
6134,446,08,25/02/24,"ST / Turf / ""A+3""",2000,G,4,9,46,W Y So,Y L Chung,6,9.5,116,3 3 3 3 8,2.03.74,1099,V,2021_G029,23/24,23/24_446
6135,399,06,07/02/24,"HV / Turf / ""B""",2200,G,4,6,47,W Y So,M L Yeung,1-1/4,12,124,3 3 2 2 2 6,2.18.83,1084,V,2021_G029,23/24,23/24_399
6136,369,08,28/01/24,"ST / Turf / ""A+3""",2000,G,4,9,47,W Y So,M L Yeung,13-1/2,12,125,2 4 4 3 8,2.03.74,1099,V,2021_G029,23/24,23/24_369
6137,318,05,07/01/24,"ST / Turf / ""B+2""",1800,G,4,4,47,W Y So,K Teetan,2-3/4,3.7,122,6 5 5 5 5,1.48.55,1096,V,2021_G029,23/24,23/24_318
6138,269,01,23/12/23,"ST / Turf / ""C""",2000,G,4,10,41,W Y So,M L Yeung,1-1/2,7.7,119,2 1 2 1 1,2.04.39,1100,V,2021_G029,23/24,23/24_269
6139,207,02,29/11/23,"HV / Turf / ""C+3""",2200,G,4,1,40,W Y So,A Badel,3/4,5.2,115,4 5 5 6 6 2,2.16.29,1077,V,2021_G029,23/24,23/24_207
6140,160,03,11/11/23,"ST / Turf / ""A+3""",2000,G,4,3,40,W Y So,M L Yeung,2-1/2,8.5,115,6 6 7 6 3,2.02.35,1080,V,2021_G029,23/24,23/24_160
6141,111,01,25/10/23,ST / AWT,1800,GD,5,9,34,W Y So,M L Yeung,SH,9.2,129,8 7 6 5 1,1.49.08,1074,V,2021_G029,23/24,23/24_111
6142,798,01,06/07/23,"HV / Turf / ""A""",1650,G,5,5,29,L Ho,M L Yeung,3/4,8,124,8 7 7 1,1.40.16,1099,V,2021_G029,22/23,22/23_798
6143,549,10,06/04/23,"HV / Turf / ""A""",2200,G,5,7,31,L Ho,K C Leung,17-1/4,7.9,128,3 3 2 3 4 10,2.19.93,1096,V,2021_G029,22/23,22/23_549
6144,493,05,15/03/23,"HV / Turf / ""C""",1800,G,5,3,32,L Ho,K C Leung,2,10,127,2 4 4 4 5,1.49.93,1084,V,2021_G029,22/23,22/23_493
6145,418,07,15/02/23,"HV / Turf / ""C""",2200,GF,5,12,34,L Ho,Z Purton,5-3/4,5.1,129,5 2 2 2 2 7,2.17.64,1081,V,2021_G029,22/23,22/23_418
6146,369,11,29/01/23,ST / AWT,1650,GD,5,3,35,L Ho,Z Purton,5-1/2,3.5,130,6 6 8 11,1.40.55,1090,V,2021_G029,22/23,22/23_369
6147,322,05,11/01/23,"HV / Turf / ""B""",1800,G,5,10,35,L Ho,M L Yeung,3-1/2,6.3,130,2 4 4 4 5,1.49.95,1097,V,2021_G029,22/23,22/23_322
6148,243,02,14/12/22,"HV / Turf / ""B""",2200,G,5,3,32,L Ho,M L Yeung,N,7.5,127,2 3 3 4 3 2,2.17.58,1092,V,2021_G029,22/23,22/23_243
6149,209,03,30/11/22,"HV / Turf / ""C+3""",1800,GF,5,10,32,L Ho,M L Yeung,2,15,127,6 4 4 5 3,1.50.36,1087,V,2021_G029,22/23,22/23_209
6150,122,01,26/10/22,ST / AWT,1800,GD,5,10,26,L Ho,M L Yeung,1-1/4,31,126,3 6 5 2 1,1.49.23,1075,V,2021_G029,22/23,22/23_122
6151,038,08,25/09/22,ST / AWT,1650,GD,5,14,28,L Ho,M L Yeung,6-1/2,35,123,13 12 13 8,1.40.75,1078,V,2021_G029,22/23,22/23_038
6152,645,10,07/05/22,"ST / Turf / ""C""",1600,G,5,13,35,L Ho,K Teetan,6-1/4,62,128,14 14 14 10,1.36.30,1048,V,2021_G029,21/22,21/22_645
6153,592,10,16/04/22,ST / AWT,1650,GD,4,9,39,L Ho,H T Mo,6-3/4,184,111,12 12 13 10,1.39.88,1043,V,2021_G029,21/22,21/22_592
6154,430,11,16/02/22,"HV / Turf / ""C""",1650,G,4,2,43,L Ho,M L Yeung,10-1/2,105,117,5 6 8 11,1.41.38,1046,V,2021_G029,21/22,21/22_430
6155,377,12,30/01/22,"ST / Turf / ""A+3""",1400,G,4,14,46,L Ho,L Hewitson,7-1/2,269,120,13 12 13 12,1.23.21,1065,V,2021_G029,21/22,21/22_377
6156,310,10,05/01/22,"HV / Turf / ""A""",1200,G,4,2,49,L Ho,H T Mo,7-1/2,142,120,10 8 10,1.11.37,1082,V,2021_G029,21/22,21/22_310
6157,217,10,01/12/21,"HV / Turf / ""A""",1200,G,4,11,52,L Ho,H T Mo,6,211,124,11 11 10,1.11.75,1073,V,2021_G029,21/22,21/22_217
6158,168,14,13/11/21,"ST / Turf / ""A+3""",1000,G,4,2,52,L Ho,H W Lai,13-1/2,183,127,13 14 14,0.58.63,1069,V1,2021_G029,21/22,21/22_168
6159,564,WV,07/04/24,"ST / Turf / ""B+2""",1200,G,4,--,57,C S Shum,A Hamelin,--,--,128,--,--,--,--,2023_J016,23/24,23/24_564
6160,366,09,24/01/24,ST / AWT,1200,GD,4,4,57,C S Shum,C Y Ho,5-3/4,9.1,132,9 9 9,1.09.75,1106,TT,2023_J016,23/24,23/24_366
6161,284,05,26/12/23,ST / AWT,1200,GD,4,10,57,C S Shum,J McDonald,6-1/4,10,133,5 6 5,1.09.60,1108,TT,2023_J016,23/24,23/24_284
6162,217,01,03/12/23,ST / AWT,1200,GD,4,11,52,C S Shum,J McDonald,N,23,127,6 4 1,1.09.49,1098,TT,2023_J016,23/24,23/24_217
6163,172,09,15/11/23,"HV / Turf / ""B""",1200,G,4,6,52,C S Shum,A Atzeni,7-1/2,6.2,127,10 11 9,1.11.10,1092,TT1,2023_J016,23/24,23/24_172
6164,546,10,31/03/24,"ST / Turf / ""A+3""",1400,G,4,7,56,P C Ng,B Avdulla,8-3/4,15,131,11 10 11 10,1.24.42,1290,PC/XB,2021_G195,23/24,23/24_546
6165,510,10,16/03/24,"ST / Turf / ""C+3""",1400,G,4,6,58,P C Ng,K Teetan,4-1/2,14,133,13 13 12 10,1.23.12,1280,PC/XB,2021_G195,23/24,23/24_510
6166,455,10,25/02/24,"ST / Turf / ""A+3""",1400,G,3,7,60,P C Ng,A Hamelin,6-1/4,24,118,11 12 11 10,1.23.40,1277,PC/XB,2021_G195,23/24,23/24_455
6167,422,10,15/02/24,"HV / Turf / ""C""",1200,G,3,9,62,P C Ng,A Hamelin,3-3/4,13,122,11 11 10,1.11.09,1296,PC/XB,2021_G195,23/24,23/24_422
6168,385,03,31/01/24,"HV / Turf / ""A""",1200,G,3,6,62,P C Ng,A Hamelin,3/4,31,119,12 12 3,1.10.42,1279,PC/XB,2021_G195,23/24,23/24_385
6169,353,07,21/01/24,"ST / Turf / ""A""",1200,G,3,5,64,P C Ng,K De Melo,7-3/4,43,120,8 9 7,1.10.16,1294,PC/XB,2021_G195,23/24,23/24_353
6170,342,11,13/01/24,"ST / Turf / ""C+3""",1400,G,3,11,65,P C Ng,K De Melo,4-1/4,19,121,13 12 11 11,1.23.13,1295,PC/XB,2021_G195,23/24,23/24_342
6171,305,09,01/01/24,"ST / Turf / ""A""",1200,G,3,3,65,P C Ng,M Chadwick,7,26,120,9 7 9,1.10.25,1304,PC/XB,2021_G195,23/24,23/24_305
6172,288,08,26/12/23,"ST / Turf / ""C+3""",1600,G,3,6,65,P C Ng,A Atzeni,5-1/4,7.4,125,12 12 12 8,1.35.52,1305,PC/XB,2021_G195,23/24,23/24_288
6173,256,01,17/12/23,"ST / Turf / ""B""",1400,G,4,1,60,P C Ng,K Teetan,3/4,3.9,135,10 6 3 1,1.22.24,1296,PC/XB,2021_G195,23/24,23/24_256
6174,233,02,10/12/23,"ST / Turf / ""A""",1400,G,4,9,59,P C Ng,K De Melo,1/2,10,135,11 11 11 2,1.23.43,1284,PC/XB,2021_G195,23/24,23/24_233
6175,186,08,19/11/23,"ST / Turf / ""B+2""",1400,GF,3,14,60,P C Ng,K De Melo,2-1/4,24,120,14 14 12 8,1.22.55,1299,PC/XB,2021_G195,23/24,23/24_186
6176,155,05,08/11/23,"HV / Turf / ""A""",1200,G,3,3,62,P C Ng,K Teetan,2,9.4,119,9 9 5,1.10.22,1289,PC/XB,2021_G195,23/24,23/24_155
6177,127,11,29/10/23,"HV / Turf / ""C""",1200,G,3,7,64,P C Ng,M Chadwick,3-1/4,24,119,10 10 11,1.11.07,1297,PC/XB,2021_G195,23/24,23/24_127
6178,076,08,11/10/23,"HV / Turf / ""A""",1650,G,3,2,66,P C Ng,L Ferraris,4-3/4,9.9,121,4 4 9 8,1.40.35,1299,PC/XB,2021_G195,23/24,23/24_076
6179,034,08,20/09/23,"HV / Turf / ""B""",1650,G,3,7,68,P C Ng,L Ferraris,3-3/4,14,123,9 9 9 8,1.40.82,1284,XB/PC1,2021_G195,23/24,23/24_034
6180,824,11,12/07/23,"HV / Turf / ""B""",1800,GF,3,2,72,P C Ng,Z Purton,4-1/2,8,129,8 6 6 5 11,1.49.99,1284,XB,2021_G195,22/23,22/23_824
6181,755,09,18/06/23,"ST / Turf / ""C+3""",1800,G,3,5,72,P C Ng,Z Purton,7-1/2,6.4,127,9 9 8 8 9,1.49.08,1280,XB,2021_G195,22/23,22/23_755
6182,738,03,10/06/23,"ST / Turf / ""C""",1600,H,3,11,71,P C Ng,Z Purton,1/2,8.7,130,14 13 11 3,1.36.91,1284,XB,2021_G195,22/23,22/23_738
